Battery History (2% used, 106KB used of 4096KB, 119 strings using 7398):
                    0 (14) RESET:TIME: 2025-08-23-03-26-39
         +30m16s932ms (2) 046 wakeupap=u0a411:""
         +30m16s932ms (1) 046 +mobile_radio
         +30m16s999ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m17s256ms (1) 046 -wake_lock
         +30m18s463ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m18s668ms (1) 046 -wake_lock
         +30m19s792ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m19s996ms (1) 046 -wake_lock
         +30m21s501ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m21s706ms (1) 046 -wake_lock
         +30m22s291ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m22s494ms (1) 046 -wake_lock
         +30m24s503ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m24s708ms (1) 046 -wake_lock
         +30m24s792ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m24s996ms (1) 046 -wake_lock
         +30m26s832ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m27s036ms (1) 046 -wake_lock
         +30m29s551ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m29s754ms (1) 046 -wake_lock
         +30m30s500ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m30s705ms (1) 046 -wake_lock
         +30m32s112ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m32s316ms (1) 046 -wake_lock
         +30m32s812ms (2) 046 +wake_lock=1000:"*alarm*:TIME_TICK"
         +30m32s888ms (2) 046 +job=1000:"android/com.android.server.MountServiceIdler"
         +30m32s903ms (2) 046 -job=1000:"android/com.android.server.MountServiceIdler"
         +30m33s095ms (1) 046 -wake_lock
         +30m33s311ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m33s516ms (1) 046 -wake_lock
         +30m35s950ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m36s154ms (1) 046 -wake_lock
         +30m36s563ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m36s768ms (1) 046 -wake_lock
         +30m38s512ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m38s716ms (1) 046 -wake_lock
         +30m39s603ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m39s809ms (1) 046 -wake_lock
         +30m40s752ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m40s958ms (1) 046 -wake_lock
         +30m42s605ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m42s810ms (1) 046 -wake_lock
         +30m42s829ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m43s031ms (1) 046 -wake_lock
         +30m45s613ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m45s818ms (1) 046 -wake_lock
         +30m45s870ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m46s072ms (1) 046 -wake_lock
         +30m47s471ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m47s675ms (1) 046 -wake_lock
         +30m50s048ms (2) 046 +wake_lock=1000:"*job*/android/com.android.server.MountServiceIdler"
         +30m50s062ms (2) 046 +job=1000:"android/com.android.server.MountServiceIdler"
         +30m50s075ms (2) 046 -job=1000:"android/com.android.server.MountServiceIdler"
         +30m50s075ms (1) 046 -wake_lock
         +30m50s189ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m50s391ms (1) 046 -wake_lock
         +30m51s611ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m51s817ms (1) 046 -wake_lock
         +30m52s752ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m52s956ms (1) 046 -wake_lock
         +30m55s951ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m56s154ms (1) 046 -wake_lock
         +30m57s622ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m57s827ms (1) 046 -wake_lock
         +30m58s669ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +30m58s872ms (1) 046 -wake_lock
         +31m00s651ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m00s856ms (1) 046 -wake_lock
         +31m01s172ms (1) 046 -mobile_radio
         +31m01s182ms (2) 046 +wake_lock=1001:"*telephony-radio*"
         +31m01s183ms (1) 046 -wake_lock
         +31m01s184ms (2) 046 +wake_lock=1000:"*telephony-radio*"
         +31m01s195ms (1) 046 -wake_lock
         +31m01s195ms (2) 046 +wake_lock=1001:"*telephony-radio*"
         +31m01s196ms (2) 046 stats=0:"modem-data"
         +31m01s196ms (1) 046 -wake_lock
         +31m01s232ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m01s681ms (1) 046 -wake_lock
         +31m01s812ms (2) 046 +wake_lock=1001:"*telephony-radio*"
         +31m01s814ms (1) 046 -wake_lock
         +31m01s814ms (2) 046 +wake_lock=1000:"*telephony-radio*"
         +31m01s828ms (1) 046 -wake_lock
         +31m01s828ms (2) 046 +wake_lock=1001:"*telephony-radio*"
         +31m01s829ms (2) 046 stats=0:"procstate-change"
         +31m01s830ms (1) 046 -wake_lock
         +31m04s034ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m04s240ms (1) 046 -wake_lock
         +31m06s611ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m06s813ms (1) 046 -wake_lock
         +31m07s654ms (2) 046 wakeupap=u0a411:""
         +31m07s654ms (1) 046 +mobile_radio
         +31m07s675ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m07s973ms (1) 046 -wake_lock
         +31m08s812ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m09s017ms (1) 046 -wake_lock
         +31m09s871ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m10s074ms (1) 046 -wake_lock
         +31m10s734ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m10s941ms (1) 046 -wake_lock
         +31m12s370ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m12s575ms (1) 046 -wake_lock
         +31m13s241ms (2) 046 +wake_lock=u0a163:"WorkManager:TikTokListenableWorker startWork -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> NoAccountWorkerFactory startWork()"
         +31m13s321ms (2) 046 +job=1000:"android/com.android.server.MountServiceIdler"
         +31m13s330ms (2) 046 -job=1000:"android/com.android.server.MountServiceIdler"
         +31m13s357ms (1) 046 -wake_lock
         +31m13s744ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m13s950ms (1) 046 -wake_lock
         +31m14s870ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m15s073ms (1) 046 -wake_lock
         +31m17s371ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m17s575ms (1) 046 -wake_lock
         +31m19s743ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m20s072ms (1) 046 -wake_lock
         +31m22s803ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m23s009ms (1) 046 -wake_lock
         +31m23s472ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m23s676ms (1) 046 -wake_lock
         +31m26s672ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m26s877ms (1) 046 -wake_lock
         +31m27s297ms (2) 046 +wake_lock=1002:"bluetooth_timer"
         +31m27s300ms (1) 046 -wake_lock
         +31m27s305ms (2) 046 +wake_lock=1002:"bluetooth_timer"
         +31m27s306ms (1) 046 -wake_lock
         +31m28s814ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m29s019ms (1) 046 -wake_lock
         +31m29s232ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m29s436ms (1) 046 -wake_lock
         +31m33s230ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m33s432ms (1) 046 -wake_lock
         +31m34s612ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m34s814ms (1) 046 -wake_lock
         +31m34s894ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m35s100ms (1) 046 -wake_lock
         +31m37s111ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m37s313ms (1) 046 -wake_lock
         +31m39s611ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m39s814ms (1) 046 -wake_lock
         +31m42s112ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m42s314ms (1) 046 -wake_lock
         +31m43s412ms (1) 046 -mobile_radio
         +31m43s421ms (2) 046 +wake_lock=1001:"*telephony-radio*"
         +31m43s423ms (1) 046 -wake_lock
         +31m43s423ms (2) 046 +wake_lock=1000:"*telephony-radio*"
         +31m43s435ms (1) 046 -wake_lock
         +31m43s436ms (2) 046 +wake_lock=1001:"*telephony-radio*"
         +31m43s437ms (2) 046 stats=0:"modem-data"
         +31m43s437ms (1) 046 -wake_lock
         +31m43s464ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m43s714ms (1) 046 -wake_lock
         +31m43s721ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m43s944ms (1) 046 -wake_lock
         +31m44s994ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m45s198ms (1) 046 -wake_lock
         +31m47s571ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m47s775ms (1) 046 -wake_lock
         +31m48s835ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m49s042ms (1) 046 -wake_lock
         +31m51s480ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m51s530ms (2) 046 wakeupap=u0a411:""
         +31m51s530ms (1) 046 +mobile_radio
         +31m51s740ms (1) 046 -wake_lock
         +31m53s990ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m54s193ms (1) 046 -wake_lock
         +31m54s892ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m55s098ms (1) 046 -wake_lock
         +31m57s070ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +31m57s271ms (1) 046 -wake_lock
         +32m00s110ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m00s313ms (1) 046 -wake_lock
         +32m00s931ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m01s133ms (1) 046 -wake_lock
         +32m02s670ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m02s874ms (1) 046 -wake_lock
         +32m05s711ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m05s915ms (1) 046 -wake_lock
         +32m11s311ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m11s516ms (1) 046 -wake_lock
         +32m12s910ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m13s113ms (1) 046 -wake_lock
         +32m16s061ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m16s309ms (1) 046 -wake_lock
         +32m18s611ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m18s815ms (1) 046 -wake_lock
         +32m21s070ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m21s274ms (1) 046 -wake_lock
         +32m21s872ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m22s075ms (1) 046 -wake_lock
         +32m25s070ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m25s274ms (1) 046 -wake_lock
         +32m27s957ms (1) 046 -mobile_radio
         +32m27s965ms (2) 046 +wake_lock=1001:"*telephony-radio*"
         +32m27s966ms (1) 046 -wake_lock
         +32m27s967ms (2) 046 +wake_lock=1000:"*telephony-radio*"
         +32m27s981ms (1) 046 -wake_lock
         +32m27s981ms (2) 046 +wake_lock=1001:"*telephony-radio*"
         +32m27s983ms (1) 046 -wake_lock
         +32m27s986ms (2) 046 stats=0:"modem-data"
         +32m28s107ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m28s340ms (1) 046 -wake_lock
         +32m28s519ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m28s733ms (1) 046 -wake_lock
         +32m32s354ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m32s559ms (1) 046 -wake_lock
         +32m33s651ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m33s676ms (2) 046 wakeupap=u0a411:""
         +32m33s676ms (1) 046 +mobile_radio
         +32m34s054ms (1) 046 -wake_lock
         +32m35s372ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m35s578ms (1) 046 -wake_lock
         +32m36s591ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m36s795ms (1) 046 -wake_lock
         +32m38s412ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m38s618ms (1) 046 -wake_lock
         +32m39s151ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m39s355ms (1) 046 -wake_lock
         +32m41s423ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m41s649ms (1) 046 -wake_lock
         +32m42s510ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m42s714ms (1) 046 -wake_lock
         +32m43s111ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m43s315ms (1) 046 -wake_lock
         +32m43s679ms (2) 046 stats=0:"procstate-change"
         +32m44s344ms (1) 046 -mobile_radio
         +32m44s352ms (2) 046 +wake_lock=1001:"*telephony-radio*"
         +32m44s354ms (1) 046 -wake_lock
         +32m44s354ms (2) 046 +wake_lock=1000:"*telephony-radio*"
         +32m44s367ms (1) 046 -wake_lock
         +32m44s368ms (2) 046 +wake_lock=1001:"*telephony-radio*"
         +32m44s369ms (2) 046 stats=0:"modem-data"
         +32m44s369ms (1) 046 -wake_lock
         +32m44s427ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m44s658ms (1) 046 -wake_lock
         +32m45s155ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m45s367ms (1) 046 -wake_lock
         +32m47s714ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m47s920ms (1) 046 -wake_lock
         +32m50s291ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m50s496ms (1) 046 -wake_lock
         +32m53s705ms (2) 046 wakeupap=u0a411:""
         +32m53s705ms (1) 046 +mobile_radio
         +32m53s799ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m54s053ms (1) 046 -wake_lock
         +32m56s432ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m56s634ms (1) 046 -wake_lock
         +32m59s311ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +32m59s516ms (1) 046 -wake_lock
         +32m59s811ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m00s013ms (1) 046 -wake_lock
         +33m00s652ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m00s856ms (1) 046 -wake_lock
         +33m03s471ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m03s674ms (1) 046 -wake_lock
         +33m03s694ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m03s899ms (1) 046 -wake_lock
         +33m07s471ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m07s674ms (1) 046 -wake_lock
         +33m11s470ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m11s675ms (1) 046 -wake_lock
         +33m15s470ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m15s673ms (1) 046 -wake_lock
         +33m18s801ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m19s006ms (1) 046 -wake_lock
         +33m19s148ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m19s156ms (1) 046 -mobile_radio
         +33m19s180ms (2) 046 stats=0:"modem-data"
         +33m19s392ms (1) 046 -wake_lock
         +33m19s715ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m19s924ms (1) 046 -wake_lock
         +33m22s275ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m22s430ms (2) 046 wakeupap=u0a411:""
         +33m22s430ms (1) 046 +mobile_radio
         +33m22s634ms (1) 046 -wake_lock
         +33m24s890ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m25s092ms (1) 046 -wake_lock
         +33m27s950ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m28s152ms (1) 046 -wake_lock
         +33m28s281ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m28s485ms (1) 046 -wake_lock
         +33m31s151ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m31s354ms (1) 046 -wake_lock
         +33m33s710ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m33s912ms (1) 046 -wake_lock
         +33m34s282ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m34s487ms (1) 046 -wake_lock
         +33m34s772ms (1) 046 -mobile_radio
         +33m34s780ms (2) 046 +wake_lock=1001:"*telephony-radio*"
         +33m34s783ms (1) 046 -wake_lock
         +33m34s783ms (2) 046 +wake_lock=1000:"*telephony-radio*"
         +33m34s798ms (1) 046 -wake_lock
         +33m34s798ms (2) 046 +wake_lock=1001:"*telephony-radio*"
         +33m34s799ms (2) 046 stats=0:"modem-data"
         +33m34s799ms (1) 046 -wake_lock
         +33m34s826ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m35s060ms (1) 046 -wake_lock
         +33m35s074ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m35s283ms (1) 046 -wake_lock
         +33m37s635ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m37s840ms (1) 046 -wake_lock
         +33m41s475ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m41s688ms (1) 046 -wake_lock
         +33m44s875ms (2) 046 wakeupap=u0a411:""
         +33m44s875ms (1) 046 +mobile_radio
         +33m44s922ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m45s190ms (1) 046 -wake_lock
         +33m47s901ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m48s152ms (1) 046 -wake_lock
         +33m50s449ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m50s651ms (1) 046 -wake_lock
         +33m53s550ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m53s753ms (1) 046 -wake_lock
         +33m56s050ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m56s254ms (1) 046 -wake_lock
         +33m56s930ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m57s134ms (1) 046 -wake_lock
         +33m58s551ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +33m58s756ms (1) 046 -wake_lock
         +34m01s070ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +34m01s273ms (1) 046 -wake_lock
         +34m04s271ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +34m04s473ms (1) 046 -wake_lock
         +34m06s832ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +34m07s035ms (1) 046 -wake_lock
         +34m09s871ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +34m10s076ms (1) 046 -wake_lock
         +34m12s432ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +34m12s636ms (1) 046 -wake_lock
         +34m15s150ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +34m15s352ms (1) 046 -wake_lock
         +34m17s710ms (2) 046 +wake_lock=1001:"RILJ_ACK_WL"
         +34m17s914ms (1) 046 -wake_lock
         +34m18s108ms (2) 047 charge=2115
         +34m18s149ms (2) 047 +wake_lock=u0a120:"Doze:KeyguardIndication"
         +34m18s150ms (2) 047 stats=0:"wakelock-change"
         +34m18s153ms (1) 047 -wake_lock
         +34m18s173ms (2) 047 +wake_lock=u0a296:"*job*/com.android.contacts/com.whatsapp/WhatsApp:android"
         +34m18s176ms (2) 047 +job=u0a296:"com.android.contacts/com.whatsapp/WhatsApp:android"
         +34m18s182ms (2) 047 +job=u0a301:"com.jio.myjio/androidx.work.impl.background.systemjob.SystemJobService"
         +34m18s186ms (2) 047 +job=1000:"android/com.android.server.MountServiceIdler"
         +34m18s190ms (2) 047 +job=1000:"android/com.android.server.pm.BackgroundDexOptJobService"
         +34m18s196ms (2) 047 -job=u0a301:"com.jio.myjio/androidx.work.impl.background.systemjob.SystemJobService"
         +34m18s209ms (2) 047 +sync=u0a296:"com.android.contacts/com.whatsapp/WhatsApp"
         +34m18s264ms (2) 047 -job=1000:"android/com.android.server.MountServiceIdler"
         +34m25s460ms (1) 047 -mobile_radio
         +34m25s482ms (2) 047 stats=0:"modem-data"
         +34m29s486ms (2) 047 wakeupap=u0a325:""
         +34m29s486ms (1) 047 +mobile_radio
         +34m51s754ms (2) 047 +tmpwhitelist=1000:"broadcast:1000:com.oplus.app.spm.alarm.get.stats,reason:"
         +35m00s840ms (2) 047 +screen_doze
         +35m00s841ms (2) 047 stats=0:"screen-state"
         +35m01s363ms (2) 047 stats=0:"screen-state"
         +35m01s801ms (2) 047 -tmpwhitelist=1000:"broadcast:1000:com.oplus.app.spm.alarm.get.stats,reason:"
         +35m02s037ms (2) 047 stats=0:"screen-state"
         +35m02s076ms (2) 047 screenwake=1000:"android.service.fingerprint:WAKEUP"
         +35m02s083ms (2) 047 +screen -screen_doze
         +35m02s083ms (1) 047
         +35m02s086ms (2) 047 stats=0:"screen-state"
         +35m02s176ms (2) 047 phone_signal_strength=moderate
         +35m03s072ms (2) 047 phone_signal_strength=good
         +35m03s156ms (2) 047 -screen +screen_doze
         +35m03s163ms (2) 047 stats=0:"screen-state"
         +35m03s677ms (2) 047 stats=0:"screen-state"
         +35m04s912ms (2) 047 stats=0:"screen-state"
         +35m04s916ms (2) 047 screenwake=1000:"android.service.fingerprint:WAKEUP"
         +35m04s918ms (2) 047 +screen -screen_doze
         +35m04s918ms (1) 047
         +35m04s933ms (2) 047 stats=0:"screen-state"
         +35m05s463ms (2) 047 -job=1000:"android/com.android.server.pm.BackgroundDexOptJobService"
         +35m05s479ms (2) 047 phone_signal_strength=moderate
         +35m06s244ms (2) 047 +job=u0a337:"com.google.android.apps.tasks/androidx.work.impl.background.systemjob.SystemJobService"
         +35m06s337ms (2) 047 -job=u0a337:"com.google.android.apps.tasks/androidx.work.impl.background.systemjob.SystemJobService"
         +35m09s720ms (2) 047 -top=u0a355:"com.android.launcher"
         +35m09s720ms (2) 047 +top=u0a411:"com.instagram.android"
         +35m09s770ms (2) 047 stats=0:"get-stats"
         +35m10s717ms (2) 047 +audio
         +35m10s912ms (2) 047 -audio
         +35m11s037ms (2) 047 -top=u0a411:"com.instagram.android"
         +35m11s037ms (2) 047 +top=u0a355:"com.android.launcher"
         +35m11s802ms (2) 047 -top=u0a355:"com.android.launcher"
         +35m11s802ms (2) 047 +top=u0a411:"com.instagram.android"
         +35m18s174ms (2) 047 +longwake=u0a296:"*job*/com.android.contacts/com.whatsapp/WhatsApp:android"
         +35m18s199ms (2) 047 +longwake=u0a296:"*sync*/com.android.contacts/com.whatsapp/WhatsApp"
         +35m18s260ms (2) 047 -job=u0a296:"com.android.contacts/com.whatsapp/WhatsApp:android"
         +35m18s260ms (2) 047 -longwake=u0a296:"*job*/com.android.contacts/com.whatsapp/WhatsApp:android"
         +35m18s266ms (2) 047 -sync=u0a296:"com.android.contacts/com.whatsapp/WhatsApp"
         +35m18s266ms (2) 047 -longwake=u0a296:"*sync*/com.android.contacts/com.whatsapp/WhatsApp"
         +35m18s531ms (2) 047 +audio
         +35m23s479ms (2) 047 -audio
         +35m24s128ms (1) 047 +video +cellular_high_tx_power
         +35m24s371ms (2) 047 +audio -cellular_high_tx_power
         +35m33s631ms (2) 047 -audio
         +35m33s672ms (1) 047 -video +cellular_high_tx_power
         +35m46s003ms (2) 047 phone_signal_strength=good -cellular_high_tx_power
         +35m48s904ms (2) 047 phone_signal_strength=moderate
         +35m49s558ms (1) 047 +video +cellular_high_tx_power
         +35m53s146ms (2) 047 +audio -cellular_high_tx_power
         +35m54s472ms (1) 047 -video +cellular_high_tx_power
         +35m54s499ms (2) 047 -audio -cellular_high_tx_power
         +35m54s545ms (1) 047 +video +cellular_high_tx_power
         +35m54s678ms (2) 047 +audio -cellular_high_tx_power
         +35m58s209ms (2) 047 -audio
         +35m58s301ms (2) 047 +audio
         +35m59s917ms (2) 047 -audio
         +36m00s018ms (1) 047 -video +cellular_high_tx_power
         +36m01s115ms (1) 047 +video
         +36m02s939ms (2) 047 +audio -cellular_high_tx_power
         +36m04s370ms (2) 047 -audio
         +36m04s400ms (1) 047 -video +cellular_high_tx_power
         +36m06s210ms (1) 047 +video
         +36m07s275ms (2) 047 -cellular_high_tx_power +job=u0a286:"com.snapchat.android/androidx.work.impl.background.systemjob.SystemJobService"
         +36m07s408ms (1) 047 -video +cellular_high_tx_power
         +36m07s534ms (2) 047 +audio -cellular_high_tx_power
         +36m08s223ms (2) 047 -job=u0a286:"com.snapchat.android/androidx.work.impl.background.systemjob.SystemJobService"
         +36m08s713ms (2) 047 -audio
         +36m08s848ms (2) 047 +audio
         +36m11s189ms (2) 047 -audio
         +36m11s431ms (2) 047 stats=0:"procstate-change"
         +36m41s850ms (2) 047 +audio
         +36m47s075ms (2) 047 temp=334
         +37m05s682ms (2) 047 +job=u0a299:"com.microsoft.office.onenote/androidx.work.impl.background.systemjob.SystemJobService"
         +37m06s038ms (2) 047 -job=u0a299:"com.microsoft.office.onenote/androidx.work.impl.background.systemjob.SystemJobService"
         +37m06s060ms (2) 047 +job=u0a299:"com.microsoft.office.onenote/androidx.work.impl.background.systemjob.SystemJobService"
         +37m06s072ms (2) 047 -job=u0a299:"com.microsoft.office.onenote/androidx.work.impl.background.systemjob.SystemJobService"
         +37m14s399ms (2) 047 stats=0:"procstate-change"
         +37m20s368ms (2) 047 +tmpwhitelist=1000:"broadcast:1000:oplus.intent.action.chargeprotection.end,reason:"
         +37m30s434ms (2) 047 -tmpwhitelist=1000:"broadcast:1000:oplus.intent.action.chargeprotection.end,reason:"
         +37m41s391ms (2) 047 -audio
         +37m47s085ms (2) 047 phone_signal_strength=good
         +37m50s745ms (2) 047 phone_signal_strength=moderate
         +37m51s218ms (2) 047 phone_signal_strength=good
         +37m52s439ms (2) 047 +job=u0a165:"com.google.android.gm/androidx.work.impl.background.systemjob.SystemJobService"
         +37m52s477ms (2) 047 -job=u0a165:"com.google.android.gm/androidx.work.impl.background.systemjob.SystemJobService"
         +37m53s675ms (2) 047 phone_signal_strength=moderate
         +37m55s966ms (2) 047 +audio
         +38m00s139ms (2) 047 -audio
         +38m09s619ms (2) 047 phone_signal_strength=poor
         +38m10s424ms (2) 047 phone_signal_strength=moderate
         +38m52s447ms (2) 047 stats=0:"procstate-change"
         +39m00s209ms (2) 047 temp=344
         +39m08s510ms (2) 047 +job=u0a292:"com.truecaller/androidx.work.impl.background.systemjob.SystemJobService"
         +39m09s253ms (2) 047 -job=u0a292:"com.truecaller/androidx.work.impl.background.systemjob.SystemJobService"
         +39m12s195ms (2) 047 +tmpwhitelist=u0a411:"broadcast:u0a140:com.google.android.c2dm.intent.RECEIVE,reason:high-prio FCM"
         +39m12s839ms (2) 047 +job=u0a206:"com.oneplus.opwlb/.services.PeriodicJobService"
